query_id	doc_id		doc_score_b
122		1065		21
122		1070		21
122		1088		21
122		1190		21
122		1334		21
122		1363		21
122		1396		21
122		1400		21
122		12		20
122		111		20
122		293		20
122		337		20
122		358		20
122		359		20
122		425		20
122		448		20
122		460		20
122		514		20
122		526		20
122		541		20
122		559		20
122		615		20
122		716		20
122		724		20
122		726		20
122		783		20
122		791		20
122		821		20
122		883		20
122		888		20
122		899		20
122		981		20
122		1018		20
122		1031		20
122		1042		20
122		1085		20
122		1099		20
122		1100		20
122		1126		20
122		1286		20
122		1297		20
122		4		19
122		113		19
122		236		19
122		265		19
122		321		19
122		348		19
122		354		19
122		411		19
122		457		19
122		473		19
122		630		19
122		642		19
122		671		19
122		674		19
122		718		19
122		777		19
122		831		19
122		841		19
122		870		19
122		877		19
122		887		19
122		898		19
122		900		19
122		1041		19
122		1129		19
122		1272		19
122		1371		19
122		1374		19
122		26		18
122		38		18
122		40		18
122		323		18
122		403		18
122		449		18
122		461		18
122		510		18
122		527		18
122		544		18
122		582		18
122		612		18
122		618		18
122		652		18
122		780		18
122		941		18
122		950		18
122		952		18
122		955		18
122		1017		18
122		1080		18
122		1109		18
122		1177		18
122		1191		18
122		1219		18
122		1223		18
122		36		17
122		324		17
122		338		17
122		355		17
122		379		17
122		391		17
122		413		17
122		487		17
122		503		17
122		676		17
122		807		17
122		837		17
122		840		17
122		847		17
122		852		17
122		881		17
122		938		17
122		1005		17
122		1027		17
122		1077		17
122		1079		17
122		1086		17
122		1091		17
122		1141		17
122		1227		17
122		1243		17
122		1321		17
122		1323		17
122		1338		17
122		1360		17
122		75		16
122		106		16
122		158		16
122		184		16
122		258		16
122		322		16
122		394		16
122		440		16
122		516		16
122		549		16
122		554		16
122		581		16
122		631		16
122		637		16
122		755		16
122		768		16
122		809		16
122		817		16
122		886		16
122		1009		16
122		1029		16
122		1054		16
122		1118		16
122		1171		16
122		1178		16
122		1188		16
122		1332		16
122		1369		16
122		10		15
122		68		15
122		86		15
122		90		15
122		102		15
122		120		15
122		159		15
122		295		15
122		333		15
122		335		15
122		343		15
122		361		15
122		372		15
122		385		15
122		482		15
122		505		15
122		513		15
122		594		15
122		643		15
122		691		15
122		700		15
122		848		15
122		931		15
122		1036		15
122		1076		15
122		1123		15
122		1318		15
122		93		14
122		98		14
122		241		14
122		390		14
122		392		14
122		444		14
122		451		14
122		489		14
122		537		14
122		655		14
122		725		14
122		742		14
122		748		14
122		752		14
122		774		14
122		789		14
122		795		14
122		836		14
122		863		14
122		880		14
122		913		14
122		935		14
122		958		14
122		988		14
122		998		14
122		1008		14
122		1011		14
122		1023		14
122		1150		14
122		1249		14
122		1267		14
122		1376		14
122		1378		14
122		1397		14
122		74		13
122		136		13
122		200		13
122		248		13
122		350		13
122		415		13
122		418		13
122		481		13
122		490		13
122		491		13
122		515		13
122		545		13
122		577		13
122		632		13
122		645		13
122		664		13
122		669		13
122		706		13
122		729		13
122		747		13
122		751		13
122		853		13
122		885		13
122		909		13
122		1010		13
122		1026		13
122		1049		13
122		1120		13
122		1130		13
122		1135		13
122		1148		13
122		1158		13
122		1161		13
122		1276		13
122		1283		13
122		1359		13
122		1367		13
122		1368		13
122		161		12
122		223		12
122		226		12
122		231		12
122		408		12
122		412		12
122		430		12
122		450		12
122		463		12
122		472		12
122		534		12
122		761		12
122		838		12
122		842		12
122		862		12
122		906		12
122		932		12
122		957		12
122		973		12
122		1014		12
122		1030		12
122		1046		12
122		1062		12
122		1101		12
122		1103		12
122		1133		12
122		1143		12
122		1145		12
122		1159		12
122		1174		12
122		1221		12
122		141		11
122		154		11
122		250		11
122		285		11
122		291		11
122		313		11
122		327		11
122		382		11
122		386		11
122		393		11
122		400		11
122		407		11
122		586		11
122		647		11
122		684		11
122		776		11
122		866		11
122		871		11
122		882		11
122		925		11
122		978		11
122		1016		11
122		1037		11
122		1050		11
122		1124		11
122		1132		11
122		1314		11
122		1348		11
122		69		10
122		178		10
122		215		10
122		224		10
122		264		10
122		298		10
122		336		10
122		340		10
122		362		10
122		376		10
122		396		10
122		427		10
122		429		10
122		436		10
122		512		10
122		543		10
122		591		10
122		597		10
122		621		10
122		672		10
122		703		10
122		745		10
122		778		10
122		850		10
122		905		10
122		953		10
122		954		10
122		1038		10
122		1096		10
122		1142		10
122		1160		10
122		1317		10
122		1331		10
122		21		9
122		41		9
122		137		9
122		153		9
122		319		9
122		469		9
122		478		9
122		488		9
122		501		9
122		532		9
122		607		9
122		670		9
122		855		9
122		861		9
122		915		9
122		1021		9
122		1022		9
122		1055		9
122		1083		9
122		1084		9
122		1090		9
122		1116		9
122		1228		9
122		1234		9
122		1305		9
122		1311		9
122		242		8
122		301		8
122		303		8
122		389		8
122		398		8
122		502		8
122		598		8
122		650		8
122		735		8
122		832		8
122		864		8
122		884		8
122		968		8
122		983		8
122		1069		8
122		1073		8
122		1256		8
122		1266		8
122		1285		8
122		1357		8
122		1358		8
122		1388		8
122		22		7
122		65		7
122		119		7
122		180		7
122		194		7
122		203		7
122		238		7
122		254		7
122		326		7
122		378		7
122		387		7
122		524		7
122		619		7
122		728		7
122		769		7
122		834		7
122		835		7
122		854		7
122		949		7
122		1060		7
122		1293		7
122		71		6
122		143		6
122		271		6
122		485		6
122		507		6
122		539		6
122		592		6
122		833		6
122		892		6
122		920		6
122		945		6
122		1140		6
122		1146		6
122		1152		6
122		1176		6
122		1269		6
122		1299		6
122		1306		6
122		3		5
122		19		5
122		312		5
122		320		5
122		339		5
122		399		5
122		551		5
122		578		5
122		875		5
122		1048		5
122		1111		5
122		1399		5
122		31		4
122		181		4
122		281		4
122		286		4
122		384		4
122		437		4
122		492		4
122		509		4
122		533		4
122		590		4
122		609		4
122		910		4
122		1045		4
122		142		3
122		438		3
122		517		3
122		708		3
122		963		3
122		1067		3
122		1395		3
122		5		2
122		483		2
122		1102		2
122		557		1
122		1138		1
123		1201		101
123		1313		88
123		798		86
123		329		82
123		417		65
123		927		62
123		94		61
123		1239		59
123		1244		59
123		73		58
123		89		58
123		131		58
123		1198		57
123		452		54
123		499		53
123		757		53
123		992		53
123		1040		52
123		721		50
123		160		49
123		244		49
123		262		48
123		522		47
123		660		47
123		1144		47
123		140		46
123		673		45
123		797		45
123		1268		45
123		1382		45
123		206		44
123		423		44
123		49		43
123		272		42
123		1147		42
123		1375		42
123		157		41
123		341		41
123		364		41
123		1047		41
123		1072		41
123		85		40
123		155		40
123		165		40
123		363		40
123		433		40
123		826		40
123		903		40
123		1082		40
123		1370		40
123		199		39
123		210		39
123		401		39
123		1248		39
123		25		38
123		192		38
123		459		38
123		536		38
123		662		38
123		794		38
123		827		38
123		874		38
123		917		38
123		1164		38
123		1209		38
123		193		37
123		667		37
123		1195		37
123		96		36
123		216		36
123		576		36
123		625		36
123		976		36
123		1343		36
123		151		35
123		344		35
123		375		35
123		404		35
123		1229		35
123		1235		35
123		133		34
123		170		34
123		202		34
123		274		34
123		304		34
123		563		34
123		572		34
123		640		34
123		696		34
123		902		34
123		928		34
123		1066		34
123		1134		34
123		1392		34
123		132		33
123		173		33
123		277		33
123		315		33
123		334		33
123		739		33
123		811		33
123		820		33
123		933		33
123		977		33
123		989		33
123		1202		33
123		135		32
123		189		32
123		266		32
123		308		32
123		1104		32
123		1271		32
123		45		31
123		110		31
123		213		31
123		257		31
123		466		31
123		569		31
123		658		31
123		701		31
123		734		31
123		962		31
123		991		31
123		1107		31
123		1108		31
123		1280		31
123		1373		31
123		97		30
123		101		30
123		115		30
123		177		30
123		222		30
123		439		30
123		540		30
123		562		30
123		730		30
123		731		30
123		792		30
123		974		30
123		1301		30
123		1325		30
123		44		29
123		59		29
123		62		29
123		99		29
123		134		29
123		149		29
123		196		29
123		198		29
123		205		29
123		230		29
123		325		29
123		370		29
123		373		29
123		381		29
123		414		29
123		443		29
123		458		29
123		484		29
123		548		29
123		677		29
123		946		29
123		1154		29
123		1175		29
123		1203		29
123		1212		29
123		1238		29
123		1250		29
123		1251		29
123		1274		29
123		1303		29
123		1319		29
123		1342		29
123		1356		29
123		1383		29
123		2		28
123		7		28
123		24		28
123		72		28
123		77		28
123		197		28
123		234		28
123		310		28
123		342		28
123		410		28
123		455		28
123		649		28
123		656		28
123		683		28
123		987		28
123		1061		28
123		1127		28
123		1199		28
123		1240		28
123		1261		28
123		1273		28
123		1291		28
123		1309		28
123		1364		28
123		1380		28
123		18		27
123		80		27
123		83		27
123		156		27
123		166		27
123		174		27
123		212		27
123		218		27
123		240		27
123		288		27
123		309		27
123		317		27
123		442		27
123		476		27
123		511		27
123		560		27
123		828		27
123		986		27
123		1059		27
123		1216		27
123		1220		27
123		1222		27
123		1224		27
123		1226		27
123		1242		27
123		1255		27
123		1277		27
123		33		26
123		51		26
123		100		26
123		123		26
123		146		26
123		255		26
123		267		26
123		289		26
123		305		26
123		441		26
123		493		26
123		523		26
123		538		26
123		599		26
123		666		26
123		689		26
123		710		26
123		770		26
123		803		26
123		980		26
123		984		26
123		996		26
123		1094		26
123		1182		26
123		1200		26
123		1225		26
123		1246		26
123		1252		26
123		54		25
123		121		25
123		129		25
123		168		25
123		183		25
123		191		25
123		294		25
123		306		25
123		561		25
123		565		25
123		575		25
123		595		25
123		601		25
123		712		25
123		740		25
123		767		25
123		779		25
123		810		25
123		872		25
123		894		25
123		1095		25
123		1157		25
123		1265		25
123		1351		25
123		1398		25
123		14		24
123		16		24
123		28		24
123		39		24
123		82		24
123		84		24
123		105		24
123		116		24
123		217		24
123		276		24
123		352		24
123		395		24
123		416		24
123		420		24
123		434		24
123		564		24
123		588		24
123		624		24
123		646		24
123		675		24
123		695		24
123		705		24
123		722		24
123		786		24
123		846		24
123		923		24
123		1035		24
123		1310		24
123		1316		24
123		1385		24
123		1393		24
123		34		23
123		76		23
123		114		23
123		138		23
123		186		23
123		247		23
123		357		23
123		453		23
123		498		23
123		571		23
123		600		23
123		602		23
123		707		23
123		717		23
123		787		23
123		788		23
123		966		23
123		1024		23
123		1081		23
123		1092		23
123		1113		23
123		1281		23
123		1300		23
123		1302		23
123		1307		23
123		1322		23
123		1390		23
123		56		22
123		150		22
123		179		22
123		190		22
123		219		22
123		245		22
123		297		22
123		311		22
123		383		22
123		454		22
123		494		22
123		504		22
123		620		22
123		773		22
123		775		22
123		799		22
123		825		22
123		889		22
123		990		22
123		1028		22
123		1078		22
123		1110		22
123		1114		22
123		1137		22
123		1149		22
123		1204		22
123		1292		22
123		1320		22
123		1341		22
123		1391		22
123		29		21
123		61		21
123		109		21
123		122		21
123		125		21
123		148		21
123		163		21
123		187		21
123		209		21
123		211		21
123		225		21
123		227		21
123		229		21
123		239		21
123		249		21
123		252		21
123		280		21
123		292		21
123		328		21
123		406		21
123		428		21
123		479		21
123		486		21
123		529		21
123		531		21
123		579		21
123		623		21
123		628		21
123		651		21
123		665		21
123		679		21
123		692		21
123		784		21
123		800		21
123		801		21
123		907		21
123		947		21
123		982		21
123		1025		21
123		1156		21
123		1165		21
123		1205		21
123		1213		21
123		1230		21
123		1333		21
123		1386		21
123		9		20
123		88		20
123		124		20
123		278		20
123		299		20
123		477		20
123		521		20
123		547		20
123		574		20
123		626		20
123		638		20
123		659		20
123		698		20
123		733		20
123		785		20
123		796		20
123		802		20
123		904		20
123		993		20
123		1039		20
123		1075		20
123		1172		20
123		1184		20
123		1247		20
123		1263		20
123		1289		20
123		1327		20
123		1353		20
123		15		19
123		17		19
123		23		19
123		32		19
123		50		19
123		57		19
123		70		19
123		117		19
123		164		19
123		171		19
123		188		19
123		263		19
123		353		19
123		369		19
123		456		19
123		464		19
123		553		19
123		555		19
123		603		19
123		604		19
123		627		19
123		633		19
123		653		19
123		682		19
123		685		19
123		690		19
123		699		19
123		804		19
123		839		19
123		844		19
123		845		19
123		911		19
123		934		19
123		943		19
123		960		19
123		967		19
123		994		19
123		1007		19
123		1119		19
123		1167		19
123		1282		19
123		1287		19
123		1349		19
123		1354		19
123		1366		19
123		1389		19
123		42		18
123		48		18
123		63		18
123		66		18
123		162		18
123		195		18
123		204		18
123		207		18
123		232		18
123		270		18
123		283		18
123		360		18
123		377		18
123		379		18
123		426		18
123		525		18
123		530		18
123		550		18
123		568		18
123		610		18
123		622		18
123		629		18
123		636		18
123		693		18
123		782		18
123		805		18
123		814		18
123		830		18
123		857		18
123		859		18
123		1034		18
123		1053		18
123		1057		18
123		1163		18
123		1173		18
123		1179		18
123		1183		18
123		1193		18
123		1194		18
123		1264		18
123		1329		18
123		1352		18
123		1355		18
123		1372		18
123		1387		18
123		8		17
123		53		17
123		60		17
123		103		17
123		112		17
123		208		17
123		246		17
123		273		17
123		287		17
123		314		17
123		332		17
123		345		17
123		365		17
123		432		17
123		445		17
123		470		17
123		474		17
123		475		17
123		583		17
123		589		17
123		680		17
123		723		17
123		744		17
123		806		17
123		808		17
123		815		17
123		901		17
123		921		17
123		922		17
123		929		17
123		948		17
123		959		17
123		1003		17
123		1097		17
123		1166		17
123		1181		17
123		1186		17
123		1187		17
123		1189		17
123		1210		17
123		1218		17
123		1232		17
123		1233		17
123		1245		17
123		1259		17
123		1324		17
123		1326		17
123		1328		17
123		1330		17
123		1379		17
123		1381		17
123		13		16
123		27		16
123		58		16
123		81		16
123		92		16
123		145		16
123		147		16
123		152		16
123		220		16
123		237		16
123		253		16
123		261		16
123		268		16
123		349		16
123		366		16
123		520		16
123		542		16
123		558		16
123		573		16
123		596		16
123		608		16
123		641		16
123		644		16
123		661		16
123		663		16
123		715		16
123		746		16
123		759		16
123		766		16
123		771		16
123		793		16
123		822		16
123		865		16
123		890		16
123		930		16
123		970		16
123		979		16
123		998		16
123		1002		16
123		1019		16
123		1106		16
123		1139		16
123		1151		16
123		1241		16
123		1253		16
123		1275		16
123		1288		16
123		1295		16
123		1296		16
123		1304		16
123		1344		16
123		1347		16
123		1360		16
123		1377		16
123		1384		16
123		35		15
123		37		15
123		43		15
123		52		15
123		55		15
123		118		15
123		128		15
123		172		15
123		176		15
123		243		15
123		259		15
123		282		15
123		307		15
123		318		15
123		374		15
123		388		15
123		467		15
123		535		15
123		580		15
123		614		15
123		697		15
123		709		15
123		714		15
123		719		15
123		720		15
123		849		15
123		856		15
123		867		15
123		873		15
123		936		15
123		941		15
123		961		15
123		975		15
123		997		15
123		1000		15
123		1043		15
123		1044		15
123		1051		15
123		1074		15
123		1155		15
123		1207		15
123		1211		15
123		1215		15
123		1231		15
123		1237		15
123		1254		15
123		1258		15
123		1270		15
123		1278		15
123		1294		15
123		1312		15
123		1337		15
123		1339		15
123		47		14
123		87		14
123		91		14
123		167		14
123		169		14
123		185		14
123		201		14
123		221		14
123		228		14
123		235		14
123		236		14
123		251		14
123		256		14
123		284		14
123		300		14
123		302		14
123		348		14
123		351		14
123		394		14
123		462		14
123		497		14
123		500		14
123		518		14
123		552		14
123		556		14
123		567		14
123		617		14
123		732		14
123		749		14
123		754		14
123		760		14
123		764		14
123		781		14
123		843		14
123		858		14
123		895		14
123		896		14
123		908		14
123		916		14
123		918		14
123		919		14
123		939		14
123		944		14
123		965		14
123		972		14
123		985		14
123		1004		14
123		1006		14
123		1068		14
123		1098		14
123		1105		14
123		1122		14
123		1128		14
123		1162		14
123		1180		14
123		1206		14
123		1236		14
123		1290		14
123		1335		14
123		1345		14
123		1371		14
123		1394		14
123		1		13
123		4		13
123		26		13
123		30		13
123		78		13
123		127		13
123		139		13
123		144		13
123		175		13
123		182		13
123		214		13
123		269		13
123		275		13
123		296		13
123		371		13
123		397		13
123		446		13
123		447		13
123		468		13
123		526		13
123		537		13
123		570		13
123		605		13
123		635		13
123		637		13
123		669		13
123		702		13
123		738		13
123		741		13
123		750		13
123		772		13
123		824		13
123		868		13
123		891		13
123		914		13
123		924		13
123		937		13
123		940		13
123		999		13
123		1125		13
123		1136		13
123		1169		13
123		1190		13
123		1214		13
123		1257		13
123		1260		13
123		1262		13
123		1279		13
123		1284		13
123		1308		13
123		1340		13
123		1361		13
123		1362		13
123		11		12
123		46		12
123		95		12
123		104		12
123		107		12
123		108		12
123		126		12
123		265		12
123		290		12
123		316		12
123		323		12
123		356		12
123		380		12
123		402		12
123		419		12
123		421		12
123		424		12
123		427		12
123		431		12
123		435		12
123		440		12
123		460		12
123		495		12
123		496		12
123		508		12
123		527		12
123		528		12
123		584		12
123		587		12
123		606		12
123		613		12
123		648		12
123		654		12
123		657		12
123		668		12
123		688		12
123		704		12
123		711		12
123		718		12
123		724		12
123		727		12
123		736		12
123		753		12
123		756		12
123		758		12
123		790		12
123		813		12
123		818		12
123		823		12
123		829		12
123		876		12
123		897		12
123		900		12
123		912		12
123		1010		12
123		1012		12
123		1032		12
123		1056		12
123		1080		12
123		1085		12
123		1089		12
123		1093		12
123		1112		12
123		1115		12
123		1121		12
123		1131		12
123		1153		12
123		1168		12
123		1192		12
123		1323		12
123		1336		12
123		1346		12
123		1365		12
123		6		11
123		20		11
123		64		11
123		67		11
123		233		11
123		260		11
123		324		11
123		331		11
123		346		11
123		358		11
123		376		11
123		422		11
123		444		11
123		448		11
123		457		11
123		465		11
123		480		11
123		487		11
123		519		11
123		541		11
123		566		11
123		585		11
123		593		11
123		616		11
123		642		11
123		676		11
123		681		11
123		686		11
123		737		11
123		743		11
123		816		11
123		819		11
123		869		11
123		883		11
123		893		11
123		942		11
123		956		11
123		1001		11
123		1013		11
123		1015		11
123		1020		11
123		1033		11
123		1058		11
123		1064		11
123		1086		11
123		1087		11
123		1148		11
123		1177		11
123		1185		11
123		1217		11
123		1223		11
123		1272		11
123		1315		11
123		1369		11
123		98		10
123		130		10
123		158		10
123		184		10
123		279		10
123		322		10
123		335		10
123		337		10
123		368		10
123		372		10
123		385		10
123		389		10
123		409		10
123		461		10
123		472		10
123		473		10
123		491		10
123		544		10
123		549		10
123		559		10
123		582		10
123		611		10
123		612		10
123		618		10
123		639		10
123		652		10
123		678		10
123		687		10
123		694		10
123		726		10
123		748		10
123		762		10
123		763		10
123		765		10
123		774		10
123		812		10
123		851		10
123		860		10
123		878		10
123		881		10
123		888		10
123		949		10
123		950		10
123		951		10
123		969		10
123		971		10
123		1009		10
123		1017		10
123		1041		10
123		1071		10
123		1077		10
123		1083		10
123		1170		10
123		1196		10
123		1197		10
123		1208		10
123		1221		10
123		1298		10
123		1318		10
123		1321		10
123		1396		10
123		36		9
123		38		9
123		86		9
123		90		9
123		106		9
123		111		9
123		113		9
123		120		9
123		242		9
123		248		9
123		258		9
123		293		9
123		313		9
123		330		9
123		333		9
123		347		9
123		350		9
123		354		9
123		361		9
123		367		9
123		386		9
123		411		9
123		425		9
123		449		9
123		490		9
123		506		9
123		546		9
123		577		9
123		581		9
123		630		9
123		674		9
123		691		9
123		713		9
123		742		9
123		777		9
123		783		9
123		791		9
123		817		9
123		821		9
123		848		9
123		870		9
123		877		9
123		899		9
123		926		9
123		952		9
123		964		9
123		1018		9
123		1031		9
123		1063		9
123		1088		9
123		1099		9
123		1109		9
123		1117		9
123		1126		9
123		1141		9
123		1219		9
123		1227		9
123		1243		9
123		1249		9
123		1267		9
123		1283		9
123		1286		9
123		1334		9
123		1350		9
123		1363		9
123		1374		9
123		1400		9
123		10		8
123		12		8
123		40		8
123		68		8
123		79		8
123		102		8
123		298		8
123		321		8
123		338		8
123		355		8
123		359		8
123		391		8
123		403		8
123		415		8
123		418		8
123		430		8
123		481		8
123		482		8
123		503		8
123		510		8
123		514		8
123		534		8
123		545		8
123		615		8
123		643		8
123		671		8
123		700		8
123		716		8
123		751		8
123		755		8
123		780		8
123		789		8
123		807		8
123		809		8
123		831		8
123		840		8
123		852		8
123		981		8
123		988		8
123		1027		8
123		1042		8
123		1052		8
123		1065		8
123		1076		8
123		1079		8
123		1084		8
123		1091		8
123		1100		8
123		1120		8
123		1124		8
123		1129		8
123		1159		8
123		1191		8
123		1276		8
123		1297		8
123		1338		8
123		1368		8
123		74		7
123		93		7
123		159		7
123		200		7
123		231		7
123		241		7
123		295		7
123		326		7
123		343		7
123		390		7
123		393		7
123		407		7
123		505		7
123		539		7
123		554		7
123		594		7
123		634		7
123		655		7
123		664		7
123		729		7
123		747		7
123		768		7
123		795		7
123		837		7
123		841		7
123		887		7
123		906		7
123		909		7
123		913		7
123		955		7
123		958		7
123		1005		7
123		1011		7
123		1023		7
123		1029		7
123		1036		7
123		1054		7
123		1101		7
123		1123		7
123		1135		7
123		1160		7
123		1161		7
123		1178		7
123		1188		7
123		1228		7
123		1332		7
123		1367		7
123		1376		7
123		1378		7
123		69		6
123		75		6
123		119		6
123		136		6
123		153		6
123		223		6
123		264		6
123		319		6
123		336		6
123		378		6
123		382		6
123		387		6
123		398		6
123		400		6
123		408		6
123		412		6
123		489		6
123		591		6
123		607		6
123		631		6
123		703		6
123		706		6
123		752		6
123		842		6
123		847		6
123		853		6
123		861		6
123		863		6
123		871		6
123		885		6
123		898		6
123		938		6
123		968		6
123		973		6
123		1008		6
123		1026		6
123		1037		6
123		1049		6
123		1118		6
123		1133		6
123		1143		6
123		1158		6
123		1256		6
123		1311		6
123		19		5
123		21		5
123		22		5
123		41		5
123		141		5
123		154		5
123		161		5
123		180		5
123		215		5
123		224		5
123		226		5
123		250		5
123		285		5
123		291		5
123		301		5
123		327		5
123		362		5
123		392		5
123		396		5
123		413		5
123		429		5
123		436		5
123		450		5
123		451		5
123		463		5
123		469		5
123		513		5
123		515		5
123		516		5
123		592		5
123		597		5
123		632		5
123		645		5
123		684		5
123		761		5
123		776		5
123		778		5
123		836		5
123		838		5
123		855		5
123		866		5
123		880		5
123		886		5
123		892		5
123		925		5
123		931		5
123		945		5
123		983		5
123		1014		5
123		1016		5
123		1030		5
123		1046		5
123		1050		5
123		1073		5
123		1096		5
123		1103		5
123		1130		5
123		1142		5
123		1150		5
123		1174		5
123		1305		5
123		1317		5
123		3		4
123		137		4
123		178		4
123		254		4
123		303		4
123		340		4
123		478		4
123		485		4
123		488		4
123		501		4
123		502		4
123		507		4
123		512		4
123		543		4
123		590		4
123		619		4
123		621		4
123		647		4
123		672		4
123		725		4
123		745		4
123		832		4
123		850		4
123		862		4
123		882		4
123		884		4
123		905		4
123		915		4
123		920		4
123		932		4
123		953		4
123		954		4
123		957		4
123		1021		4
123		1022		4
123		1038		4
123		1055		4
123		1062		4
123		1116		4
123		1171		4
123		1234		4
123		1266		4
123		1293		4
123		1314		4
123		1348		4
123		1359		4
123		1388		4
123		1397		4
123		65		3
123		71		3
123		143		3
123		194		3
123		238		3
123		271		3
123		281		3
123		312		3
123		339		3
123		524		3
123		532		3
123		533		3
123		557		3
123		586		3
123		598		3
123		650		3
123		670		3
123		735		3
123		769		3
123		833		3
123		834		3
123		835		3
123		854		3
123		864		3
123		910		3
123		935		3
123		978		3
123		1060		3
123		1069		3
123		1090		3
123		1132		3
123		1140		3
123		1146		3
123		1152		3
123		1269		3
123		1285		3
123		1299		3
123		1306		3
123		1331		3
123		1399		3
123		31		2
123		181		2
123		203		2
123		320		2
123		384		2
123		399		2
123		437		2
123		492		2
123		509		2
123		551		2
123		578		2
123		609		2
123		728		2
123		875		2
123		1045		2
123		1048		2
123		1070		2
123		1111		2
123		1145		2
123		1176		2
123		1357		2
123		1358		2
123		1395		2
123		5		1
123		142		1
123		286		1
123		438		1
123		483		1
123		517		1
123		708		1
123		879		1
123		1102		1
124		1201		209
124		1313		180
124		798		163
124		329		159
124		417		135
124		1239		123
124		94		122
124		927		121
124		1040		121
124		89		117
124		1244		117
124		73		116
124		499		116
124		721		109
124		1198		108
124		160		107
124		272		102
124		522		102
124		673		102
124		992		102
124		452		101
124		131		100
124		757		100
124		1144		98
124		140		97
124		199		92
124		1268		92
124		797		91
124		244		90
124		423		90
124		206		87
124		262		87
124		1072		87
124		1382		87
124		165		86
124		364		86
124		660		86
124		1370		85
124		1375		85
124		49		84
124		157		83
124		625		83
124		826		83
124		903		83
124		1147		83
124		1248		83
124		25		82
124		433		82
124		1047		82
124		1066		82
124		1082		82
124		1164		82
124		792		80
124		874		80
124		928		80
124		976		80
124		210		79
124		341		79
124		827		79
124		1209		79
124		662		78
124		1134		78
124		170		77
124		401		77
124		667		77
124		739		77
124		85		76
124		155		76
124		192		76
124		304		76
124		315		76
124		363		76
124		1104		76
124		1195		75
124		96		74
124		1229		74
124		1235		74
124		917		73
124		1343		73
124		173		72
124		193		72
124		548		72
124		576		72
124		794		72
124		1392		72
124		132		71
124		234		71
124		344		71
124		466		71
124		536		71
124		563		71
124		99		70
124		151		70
124		569		70
124		572		70
124		933		70
124		731		69
124		962		69
124		730		68
124		734		68
124		1202		68
124		1373		68
124		101		67
124		133		67
124		274		67
124		334		67
124		373		67
124		459		67
124		828		67
124		1380		67
124		230		66
124		325		66
124		375		66
124		696		66
124		1271		66
124		1303		66
124		110		65
124		277		65
124		404		65
124		640		65
124		1199		65
124		149		64
124		156		64
124		189		64
124		443		64
124		599		64
124		658		64
124		811		64
124		977		64
124		991		64
124		1175		64
124		1325		64
124		1383		64
124		177		63
124		308		63
124		381		63
124		484		63
124		820		63
124		902		63
124		1059		63
124		1342		63
124		218		62
124		222		62
124		225		62
124		458		62
124		695		62
124		712		62
124		1108		62
124		1154		62
124		1250		62
124		1274		62
124		1319		62
124		62		61
124		115		61
124		493		61
124		540		61
124		677		61
124		946		61
124		974		61
124		1107		61
124		80		60
124		257		60
124		1212		60
124		1242		60
124		1351		60
124		1356		60
124		24		59
124		174		59
124		198		59
124		216		59
124		289		59
124		442		59
124		595		59
124		1226		59
124		1246		59
124		1261		59
124		1291		59
124		44		58
124		45		58
124		146		58
124		212		58
124		410		58
124		414		58
124		562		58
124		601		58
124		989		58
124		1216		58
124		1280		58
124		135		57
124		197		57
124		276		57
124		476		57
124		889		57
124		986		57
124		987		57
124		1127		57
124		1238		57
124		1251		57
124		1265		57
124		1277		57
124		1364		57
124		72		56
124		77		56
124		82		56
124		123		56
124		205		56
124		213		56
124		288		56
124		434		56
124		441		56
124		683		56
124		689		56
124		701		56
124		710		56
124		846		56
124		904		56
124		996		56
124		1095		56
124		1273		56
124		1309		56
124		1398		56
124		7		55
124		83		55
124		129		55
124		168		55
124		342		55
124		565		55
124		646		55
124		810		55
124		1061		55
124		1204		55
124		1240		55
124		97		54
124		255		54
124		266		54
124		588		54
124		600		54
124		649		54
124		767		54
124		947		54
124		1094		54
124		1157		54
124		1224		54
124		1225		54
124		1252		54
124		1300		54
124		9		53
124		14		53
124		51		53
124		76		53
124		166		53
124		252		53
124		454		53
124		561		53
124		799		53
124		894		53
124		934		53
124		1092		53
124		1137		53
124		1182		53
124		1203		53
124		1220		53
124		1320		53
124		59		52
124		100		52
124		114		52
124		202		52
124		267		52
124		538		52
124		656		52
124		801		52
124		1255		52
124		1292		52
124		1322		52
124		33		51
124		240		51
124		317		51
124		439		51
124		455		51
124		560		51
124		1200		51
124		2		50
124		29		50
124		54		50
124		84		50
124		125		50
124		191		50
124		294		50
124		416		50
124		504		50
124		523		50
124		571		50
124		602		50
124		666		50
124		1024		50
124		1075		50
124		1301		50
124		1307		50
124		185		49
124		196		49
124		332		49
124		370		49
124		707		49
124		717		49
124		788		49
124		1213		49
124		1281		49
124		16		48
124		18		48
124		39		48
124		150		48
124		219		48
124		247		48
124		311		48
124		357		48
124		486		48
124		564		48
124		575		48
124		651		48
124		675		48
124		685		48
124		770		48
124		782		48
124		786		48
124		844		48
124		845		48
124		907		48
124		1035		48
124		1097		48
124		1119		48
124		109		47
124		121		47
124		134		47
124		163		47
124		209		47
124		229		47
124		239		47
124		453		47
124		620		47
124		872		47
124		1114		47
124		1310		47
124		1352		47
124		1381		47
124		1390		47
124		116		46
124		187		46
124		190		46
124		292		46
124		297		46
124		309		46
124		395		46
124		406		46
124		511		46
124		603		46
124		623		46
124		624		46
124		628		46
124		800		46
124		1110		46
124		1222		46
124		1316		46
