query_id	doc_id		doc_score_a
114		352		7
114		356		7
114		360		7
114		363		7
114		379		7
114		385		7
114		392		7
114		401		7
114		406		7
114		410		7
114		425		7
114		435		7
114		443		7
114		455		7
114		458		7
114		460		7
114		473		7
114		474		7
114		475		7
114		479		7
114		491		7
114		498		7
114		499		7
114		500		7
114		501		7
114		504		7
114		520		7
114		526		7
114		535		7
114		540		7
114		541		7
114		544		7
114		549		7
114		551		7
114		556		7
114		571		7
114		572		7
114		581		7
114		584		7
114		596		7
114		600		7
114		622		7
114		632		7
114		633		7
114		638		7
114		641		7
114		643		7
114		658		7
114		662		7
114		671		7
114		673		7
114		679		7
114		681		7
114		686		7
114		693		7
114		696		7
114		707		7
114		709		7
114		710		7
114		717		7
114		719		7
114		729		7
114		734		7
114		749		7
114		752		7
114		762		7
114		767		7
114		773		7
114		779		7
114		782		7
114		797		7
114		799		7
114		803		7
114		813		7
114		818		7
114		824		7
114		826		7
114		833		7
114		835		7
114		843		7
114		856		7
114		857		7
114		861		7
114		873		7
114		876		7
114		889		7
114		894		7
114		896		7
114		901		7
114		908		7
114		911		7
114		914		7
114		934		7
114		941		7
114		946		7
114		982		7
114		985		7
114		992		7
114		993		7
114		1017		7
114		1043		7
114		1082		7
114		1113		7
114		1129		7
114		1141		7
114		1162		7
114		1163		7
114		1165		7
114		1173		7
114		1182		7
114		1190		7
114		1206		7
114		1219		7
114		1221		7
114		1238		7
114		1241		7
114		1248		7
114		1250		7
114		1260		7
114		1264		7
114		1274		7
114		1281		7
114		1288		7
114		1297		7
114		1310		7
114		1319		7
114		1323		7
114		1328		7
114		1330		7
114		1332		7
114		1335		7
114		1336		7
114		1341		7
114		1346		7
114		1353		7
114		1354		7
114		1384		7
114		1386		7
114		1391		7
114		8		6
114		9		6
114		12		6
114		42		6
114		44		6
114		47		6
114		48		6
114		51		6
114		55		6
114		57		6
114		58		6
114		83		6
114		84		6
114		88		6
114		90		6
114		94		6
114		95		6
114		96		6
114		100		6
114		104		6
114		110		6
114		116		6
114		121		6
114		123		6
114		125		6
114		127		6
114		130		6
114		134		6
114		144		6
114		150		6
114		157		6
114		159		6
114		168		6
114		173		6
114		174		6
114		178		6
114		182		6
114		183		6
114		195		6
114		199		6
114		219		6
114		228		6
114		234		6
114		235		6
114		241		6
114		246		6
114		249		6
114		252		6
114		253		6
114		267		6
114		270		6
114		278		6
114		280		6
114		282		6
114		284		6
114		285		6
114		301		6
114		307		6
114		313		6
114		325		6
114		328		6
114		332		6
114		344		6
114		357		6
114		358		6
114		365		6
114		366		6
114		375		6
114		377		6
114		386		6
114		388		6
114		390		6
114		397		6
114		420		6
114		424		6
114		426		6
114		432		6
114		439		6
114		440		6
114		445		6
114		449		6
114		461		6
114		470		6
114		482		6
114		484		6
114		487		6
114		493		6
114		497		6
114		509		6
114		511		6
114		518		6
114		529		6
114		530		6
114		537		6
114		538		6
114		542		6
114		547		6
114		563		6
114		564		6
114		567		6
114		574		6
114		580		6
114		582		6
114		583		6
114		587		6
114		593		6
114		602		6
114		608		6
114		620		6
114		629		6
114		647		6
114		651		6
114		652		6
114		653		6
114		655		6
114		657		6
114		663		6
114		678		6
114		683		6
114		689		6
114		695		6
114		697		6
114		698		6
114		702		6
114		716		6
114		718		6
114		720		6
114		723		6
114		726		6
114		731		6
114		732		6
114		736		6
114		740		6
114		745		6
114		746		6
114		750		6
114		753		6
114		758		6
114		760		6
114		765		6
114		768		6
114		770		6
114		771		6
114		772		6
114		785		6
114		793		6
114		795		6
114		796		6
114		800		6
114		806		6
114		814		6
114		816		6
114		837		6
114		846		6
114		847		6
114		849		6
114		858		6
114		860		6
114		871		6
114		872		6
114		881		6
114		892		6
114		909		6
114		913		6
114		930		6
114		939		6
114		940		6
114		944		6
114		945		6
114		947		6
114		960		6
114		971		6
114		975		6
114		981		6
114		986		6
114		994		6
114		996		6
114		999		6
114		1002		6
114		1003		6
114		1006		6
114		1007		6
114		1010		6
114		1012		6
114		1013		6
114		1018		6
114		1019		6
114		1033		6
114		1036		6
114		1040		6
114		1052		6
114		1057		6
114		1062		6
114		1065		6
114		1073		6
114		1076		6
114		1083		6
114		1085		6
114		1089		6
114		1091		6
114		1092		6
114		1093		6
114		1100		6
114		1115		6
114		1117		6
114		1122		6
114		1127		6
114		1128		6
114		1133		6
114		1143		6
114		1148		6
114		1149		6
114		1153		6
114		1156		6
114		1157		6
114		1159		6
114		1169		6
114		1178		6
114		1185		6
114		1194		6
114		1195		6
114		1203		6
114		1204		6
114		1205		6
114		1210		6
114		1213		6
114		1214		6
114		1220		6
114		1222		6
114		1223		6
114		1228		6
114		1231		6
114		1233		6
114		1234		6
114		1243		6
114		1251		6
114		1254		6
114		1255		6
114		1257		6
114		1259		6
114		1268		6
114		1275		6
114		1278		6
114		1282		6
114		1292		6
114		1300		6
114		1304		6
114		1307		6
114		1318		6
114		1324		6
114		1329		6
114		1331		6
114		1334		6
114		1349		6
114		1351		6
114		1357		6
114		1361		6
114		1367		6
114		1370		6
114		1371		6
114		1372		6
114		1385		6
114		1394		6
114		1398		6
114		11		5
114		15		5
114		18		5
114		22		5
114		45		5
114		46		5
114		59		5
114		61		5
114		63		5
114		65		5
114		75		5
114		76		5
114		77		5
114		87		5
114		92		5
114		101		5
114		103		5
114		106		5
114		108		5
114		115		5
114		117		5
114		126		5
114		128		5
114		129		5
114		140		5
114		143		5
114		151		5
114		162		5
114		169		5
114		177		5
114		180		5
114		192		5
114		205		5
114		207		5
114		220		5
114		224		5
114		240		5
114		243		5
114		248		5
114		254		5
114		255		5
114		256		5
114		259		5
114		261		5
114		263		5
114		264		5
114		269		5
114		272		5
114		279		5
114		290		5
114		291		5
114		297		5
114		302		5
114		303		5
114		305		5
114		306		5
114		312		5
114		316		5
114		319		5
114		322		5
114		327		5
114		333		5
114		339		5
114		343		5
114		347		5
114		348		5
114		349		5
114		353		5
114		361		5
114		364		5
114		367		5
114		372		5
114		380		5
114		383		5
114		387		5
114		398		5
114		399		5
114		400		5
114		402		5
114		409		5
114		412		5
114		415		5
114		419		5
114		421		5
114		422		5
114		427		5
114		431		5
114		444		5
114		447		5
114		451		5
114		457		5
114		463		5
114		469		5
114		476		5
114		481		5
114		485		5
114		488		5
114		489		5
114		492		5
114		494		5
114		495		5
114		496		5
114		514		5
114		516		5
114		519		5
114		522		5
114		525		5
114		527		5
114		528		5
114		531		5
114		532		5
114		534		5
114		539		5
114		546		5
114		548		5
114		553		5
114		560		5
114		565		5
114		569		5
114		570		5
114		577		5
114		585		5
114		590		5
114		592		5
114		604		5
114		611		5
114		612		5
114		613		5
114		614		5
114		625		5
114		628		5
114		635		5
114		636		5
114		639		5
114		646		5
114		664		5
114		669		5
114		670		5
114		674		5
114		687		5
114		700		5
114		706		5
114		713		5
114		724		5
114		725		5
114		728		5
114		737		5
114		742		5
114		744		5
114		747		5
114		751		5
114		755		5
114		774		5
114		784		5
114		788		5
114		789		5
114		791		5
114		802		5
114		808		5
114		809		5
114		810		5
114		817		5
114		819		5
114		820		5
114		829		5
114		830		5
114		831		5
114		836		5
114		841		5
114		855		5
114		870		5
114		878		5
114		884		5
114		897		5
114		900		5
114		920		5
114		922		5
114		925		5
114		935		5
114		942		5
114		943		5
114		952		5
114		959		5
114		961		5
114		967		5
114		968		5
114		970		5
114		972		5
114		974		5
114		978		5
114		979		5
114		983		5
114		988		5
114		998		5
114		1000		5
114		1023		5
114		1025		5
114		1027		5
114		1028		5
114		1029		5
114		1030		5
114		1032		5
114		1034		5
114		1042		5
114		1044		5
114		1049		5
114		1051		5
114		1068		5
114		1069		5
114		1075		5
114		1080		5
114		1081		5
114		1084		5
114		1086		5
114		1094		5
114		1102		5
114		1106		5
114		1107		5
114		1111		5
114		1112		5
114		1114		5
114		1116		5
114		1118		5
114		1123		5
114		1124		5
114		1125		5
114		1139		5
114		1145		5
114		1151		5
114		1155		5
114		1168		5
114		1171		5
114		1172		5
114		1180		5
114		1183		5
114		1192		5
114		1193		5
114		1199		5
114		1200		5
114		1209		5
114		1211		5
114		1215		5
114		1216		5
114		1227		5
114		1236		5
114		1237		5
114		1249		5
114		1269		5
114		1273		5
114		1283		5
114		1284		5
114		1293		5
114		1298		5
114		1303		5
114		1306		5
114		1309		5
114		1326		5
114		1340		5
114		1345		5
114		1352		5
114		1355		5
114		1358		5
114		1364		5
114		1366		5
114		1368		5
114		1378		5
114		1396		5
114		1399		5
114		3		4
114		4		4
114		5		4
114		10		4
114		19		4
114		20		4
114		21		4
114		23		4
114		26		4
114		31		4
114		41		4
114		53		4
114		64		4
114		66		4
114		71		4
114		74		4
114		81		4
114		86		4
114		98		4
114		102		4
114		107		4
114		111		4
114		119		4
114		137		4
114		139		4
114		161		4
114		175		4
114		176		4
114		181		4
114		194		4
114		203		4
114		208		4
114		209		4
114		215		4
114		218		4
114		223		4
114		226		4
114		239		4
114		242		4
114		245		4
114		250		4
114		251		4
114		260		4
114		265		4
114		295		4
114		298		4
114		310		4
114		323		4
114		324		4
114		326		4
114		331		4
114		336		4
114		337		4
114		338		4
114		340		4
114		345		4
114		354		4
114		359		4
114		362		4
114		374		4
114		378		4
114		382		4
114		389		4
114		393		4
114		394		4
114		396		4
114		403		4
114		407		4
114		408		4
114		411		4
114		413		4
114		414		4
114		418		4
114		423		4
114		430		4
114		437		4
114		448		4
114		450		4
114		478		4
114		480		4
114		490		4
114		502		4
114		506		4
114		507		4
114		512		4
114		524		4
114		533		4
114		543		4
114		550		4
114		552		4
114		555		4
114		566		4
114		568		4
114		573		4
114		578		4
114		586		4
114		591		4
114		595		4
114		603		4
114		605		4
114		607		4
114		610		4
114		616		4
114		618		4
114		619		4
114		621		4
114		627		4
114		630		4
114		645		4
114		648		4
114		654		4
114		672		4
114		690		4
114		691		4
114		694		4
114		711		4
114		715		4
114		727		4
114		735		4
114		754		4
114		763		4
114		764		4
114		769		4
114		776		4
114		787		4
114		805		4
114		807		4
114		821		4
114		823		4
114		834		4
114		838		4
114		840		4
114		842		4
114		850		4
114		851		4
114		863		4
114		866		4
114		867		4
114		868		4
114		877		4
114		880		4
114		887		4
114		888		4
114		890		4
114		893		4
114		904		4
114		905		4
114		906		4
114		910		4
114		915		4
114		926		4
114		931		4
114		932		4
114		936		4
114		937		4
114		949		4
114		950		4
114		951		4
114		953		4
114		956		4
114		957		4
114		965		4
114		973		4
114		997		4
114		1004		4
114		1008		4
114		1014		4
114		1015		4
114		1020		4
114		1022		4
114		1037		4
114		1038		4
114		1041		4
114		1048		4
114		1053		4
114		1054		4
114		1055		4
114		1058		4
114		1059		4
114		1063		4
114		1070		4
114		1071		4
114		1077		4
114		1090		4
114		1095		4
114		1097		4
114		1099		4
114		1101		4
114		1103		4
114		1109		4
114		1120		4
114		1121		4
114		1130		4
114		1132		4
114		1135		4
114		1136		4
114		1140		4
114		1146		4
114		1150		4
114		1152		4
114		1158		4
114		1161		4
114		1167		4
114		1170		4
114		1174		4
114		1176		4
114		1177		4
114		1181		4
114		1189		4
114		1191		4
114		1196		4
114		1208		4
114		1218		4
114		1226		4
114		1230		4
114		1232		4
114		1253		4
114		1256		4
114		1258		4
114		1267		4
114		1270		4
114		1272		4
114		1276		4
114		1279		4
114		1285		4
114		1286		4
114		1287		4
114		1296		4
114		1305		4
114		1308		4
114		1312		4
114		1315		4
114		1344		4
114		1347		4
114		1348		4
114		1350		4
114		1359		4
114		1374		4
114		1376		4
114		1379		4
114		1381		4
114		1389		4
114		1397		4
114		67		3
114		136		3
114		141		3
114		142		3
114		154		3
114		233		3
114		238		3
114		271		3
114		275		3
114		286		3
114		320		3
114		330		3
114		355		3
114		384		3
114		429		3
114		436		3
114		438		3
114		446		3
114		462		3
114		505		3
114		510		3
114		513		3
114		554		3
114		557		3
114		558		3
114		559		3
114		594		3
114		598		3
114		615		3
114		617		3
114		631		3
114		642		3
114		650		3
114		684		3
114		708		3
114		741		3
114		743		3
114		759		3
114		761		3
114		778		3
114		812		3
114		832		3
114		839		3
114		848		3
114		852		3
114		853		3
114		854		3
114		859		3
114		862		3
114		864		3
114		865		3
114		875		3
114		882		3
114		886		3
114		891		3
114		898		3
114		912		3
114		938		3
114		948		3
114		954		3
114		955		3
114		964		3
114		969		3
114		1001		3
114		1005		3
114		1011		3
114		1016		3
114		1021		3
114		1026		3
114		1045		3
114		1046		3
114		1050		3
114		1060		3
114		1079		3
114		1096		3
114		1098		3
114		1126		3
114		1131		3
114		1142		3
114		1160		3
114		1217		3
114		1299		3
114		1311		3
114		1314		3
114		1317		3
114		1327		3
114		1369		3
114		1395		3
114		1400		3
114		483		2
114		879		1
114		963		1
114		1138		1
115		540		8
115		625		7
115		658		7
115		782		7
115		1274		7
115		1313		7
115		1319		7
115		34		6
115		51		6
115		81		6
115		89		6
115		102		6
115		120		6
115		184		6
115		201		6
115		274		6
115		344		6
115		349		6
115		486		6
115		572		6
115		799		6
115		818		6
115		1002		6
115		1068		6
115		1082		6
115		1		5
115		2		5
115		13		5
115		14		5
115		25		5
115		44		5
115		57		5
115		110		5
115		124		5
115		139		5
115		144		5
115		185		5
115		304		5
115		314		5
115		328		5
115		329		5
115		342		5
115		363		5
115		370		5
115		371		5
115		390		5
115		395		5
115		401		5
115		417		5
115		427		5
115		442		5
115		444		5
115		445		5
115		448		5
115		455		5
115		469		5
115		490		5
115		567		5
115		576		5
115		623		5
115		657		5
115		662		5
115		667		5
115		699		5
115		730		5
115		781		5
115		798		5
115		825		5
115		828		5
115		899		5
115		902		5
115		927		5
115		933		5
115		939		5
115		1008		5
115		1056		5
115		1072		5
115		1093		5
115		1144		5
115		1145		5
115		1177		5
115		1201		5
115		1213		5
115		1235		5
115		1239		5
115		1263		5
115		1265		5
115		1281		5
115		1309		5
115		1310		5
115		1361		5
115		1375		5
115		1400		5
115		4		4
115		6		4
115		24		4
115		27		4
115		28		4
115		33		4
115		35		4
115		49		4
115		52		4
115		53		4
115		56		4
115		59		4
115		62		4
115		69		4
115		72		4
115		73		4
115		79		4
115		82		4
115		84		4
115		85		4
115		93		4
115		94		4
115		96		4
115		97		4
115		98		4
115		99		4
115		126		4
115		128		4
115		132		4
115		133		4
115		135		4
115		140		4
115		142		4
115		145		4
115		147		4
115		149		4
115		152		4
115		155		4
115		157		4
115		160		4
115		165		4
115		166		4
115		171		4
115		173		4
115		174		4
115		179		4
115		180		4
115		186		4
115		188		4
115		189		4
115		190		4
115		193		4
115		197		4
115		198		4
115		199		4
115		202		4
115		204		4
115		205		4
115		210		4
115		212		4
115		222		4
115		229		4
115		232		4
115		243		4
115		246		4
115		252		4
115		262		4
115		266		4
115		270		4
115		272		4
115		276		4
115		283		4
115		284		4
115		287		4
115		293		4
115		296		4
115		297		4
115		300		4
115		305		4
115		308		4
115		311		4
115		315		4
115		316		4
115		317		4
115		318		4
115		319		4
115		322		4
115		323		4
115		327		4
115		332		4
115		334		4
115		340		4
115		351		4
115		365		4
115		366		4
115		373		4
115		375		4
115		389		4
115		391		4
115		404		4
115		406		4
115		410		4
115		421		4
115		433		4
115		435		4
115		441		4
115		449		4
115		456		4
115		458		4
115		463		4
115		466		4
115		481		4
115		484		4
115		494		4
115		496		4
115		503		4
115		504		4
115		518		4
115		527		4
115		528		4
115		529		4
115		531		4
115		533		4
115		535		4
115		536		4
115		537		4
115		541		4
115		550		4
115		552		4
115		553		4
115		554		4
115		561		4
115		564		4
115		565		4
115		570		4
115		573		4
115		574		4
115		575		4
115		577		4
115		579		4
115		587		4
115		588		4
115		591		4
115		593		4
115		601		4
115		602		4
115		606		4
115		610		4
115		629		4
115		634		4
115		645		4
115		646		4
115		655		4
115		656		4
115		663		4
115		665		4
115		685		4
115		692		4
115		693		4
115		700		4
115		701		4
115		707		4
115		710		4
115		714		4
115		733		4
115		746		4
115		749		4
115		769		4
115		784		4
115		785		4
115		789		4
115		792		4
115		794		4
115		797		4
115		803		4
115		820		4
115		822		4
115		826		4
115		831		4
115		845		4
115		857		4
115		859		4
115		875		4
115		878		4
115		892		4
115		917		4
115		919		4
115		937		4
115		940		4
115		943		4
115		959		4
115		966		4
115		975		4
115		980		4
115		987		4
115		992		4
115		994		4
115		997		4
115		998		4
115		1009		4
115		1014		4
115		1031		4
115		1051		4
115		1061		4
115		1064		4
115		1066		4
115		1076		4
115		1080		4
115		1083		4
115		1092		4
115		1098		4
115		1104		4
115		1108		4
115		1148		4
115		1153		4
115		1155		4
115		1157		4
115		1169		4
115		1179		4
115		1184		4
115		1186		4
115		1190		4
115		1195		4
115		1198		4
115		1199		4
115		1202		4
115		1205		4
115		1209		4
115		1210		4
115		1218		4
115		1224		4
115		1227		4
115		1229		4
115		1233		4
115		1236		4
115		1241		4
115		1248		4
115		1249		4
115		1253		4
115		1255		4
115		1259		4
115		1260		4
115		1264		4
115		1268		4
115		1273		4
115		1279		4
115		1280		4
115		1289		4
115		1295		4
115		1296		4
115		1301		4
115		1311		4
115		1321		4
115		1326		4
115		1332		4
115		1334		4
115		1339		4
115		1341		4
115		1346		4
115		1351		4
115		1362		4
115		1370		4
115		1371		4
115		1379		4
115		1380		4
115		1386		4
115		1390		4
115		3		3
115		9		3
115		15		3
115		16		3
115		17		3
115		20		3
115		22		3
115		23		3
115		26		3
115		36		3
115		37		3
115		38		3
115		39		3
115		40		3
115		48		3
115		50		3
115		54		3
115		55		3
115		58		3
115		60		3
115		61		3
115		63		3
115		64		3
115		66		3
115		68		3
115		70		3
115		74		3
115		75		3
115		78		3
115		86		3
115		87		3
115		91		3
115		92		3
115		104		3
115		105		3
115		107		3
115		109		3
115		112		3
115		115		3
115		116		3
115		117		3
115		118		3
115		119		3
115		121		3
115		122		3
115		123		3
115		125		3
115		131		3
115		138		3
115		141		3
115		146		3
115		148		3
115		150		3
115		158		3
115		159		3
115		161		3
115		163		3
115		167		3
115		168		3
115		169		3
115		170		3
115		172		3
115		176		3
115		177		3
115		182		3
115		183		3
115		187		3
115		191		3
115		192		3
115		196		3
115		206		3
115		207		3
115		208		3
115		209		3
115		211		3
115		213		3
115		214		3
115		216		3
115		217		3
115		221		3
115		224		3
115		225		3
115		227		3
115		228		3
115		230		3
115		231		3
115		234		3
115		236		3
115		237		3
115		240		3
115		242		3
115		244		3
115		247		3
115		248		3
115		257		3
115		258		3
115		259		3
115		260		3
115		261		3
115		264		3
115		267		3
115		268		3
115		269		3
115		277		3
115		278		3
115		280		3
115		281		3
115		282		3
115		288		3
115		289		3
115		290		3
115		291		3
115		292		3
115		294		3
115		295		3
115		299		3
115		303		3
115		306		3
115		307		3
115		309		3
115		310		3
115		313		3
115		320		3
115		321		3
115		325		3
115		326		3
115		333		3
115		336		3
115		337		3
115		341		3
115		345		3
115		346		3
115		347		3
115		348		3
115		352		3
115		356		3
115		359		3
115		362		3
115		369		3
115		372		3
115		376		3
115		377		3
115		378		3
115		379		3
115		380		3
115		381		3
115		382		3
115		383		3
115		385		3
115		386		3
115		387		3
115		388		3
115		396		3
115		397		3
115		398		3
115		403		3
115		407		3
115		414		3
115		416		3
115		422		3
115		423		3
115		428		3
115		430		3
115		440		3
115		443		3
115		447		3
115		450		3
115		452		3
115		457		3
115		459		3
115		461		3
115		462		3
115		464		3
115		465		3
115		467		3
115		468		3
115		470		3
115		472		3
115		475		3
115		477		3
115		487		3
115		491		3
115		493		3
115		495		3
115		497		3
115		498		3
115		499		3
115		502		3
115		507		3
115		508		3
115		509		3
115		511		3
115		519		3
115		520		3
115		522		3
115		523		3
115		525		3
115		526		3
115		530		3
115		534		3
115		538		3
115		539		3
115		542		3
115		544		3
115		545		3
115		547		3
115		551		3
115		556		3
115		558		3
115		559		3
115		560		3
115		562		3
115		563		3
115		568		3
115		569		3
115		571		3
115		583		3
115		584		3
115		585		3
115		586		3
115		590		3
115		594		3
115		597		3
115		598		3
115		599		3
115		600		3
115		603		3
115		604		3
115		608		3
115		611		3
115		612		3
115		614		3
115		618		3
115		624		3
115		626		3
115		627		3
115		628		3
115		630		3
115		633		3
115		635		3
115		637		3
115		640		3
115		641		3
115		642		3
115		644		3
115		651		3
115		653		3
115		659		3
115		660		3
115		661		3
115		664		3
115		666		3
115		668		3
115		669		3
115		671		3
115		672		3
115		679		3
115		680		3
115		682		3
115		683		3
115		686		3
115		687		3
115		688		3
115		689		3
115		691		3
115		694		3
115		695		3
115		696		3
115		697		3
115		702		3
115		704		3
115		705		3
115		711		3
115		712		3
115		715		3
115		719		3
115		724		3
115		726		3
115		731		3
115		732		3
115		734		3
115		736		3
115		737		3
115		738		3
115		739		3
115		741		3
115		743		3
115		745		3
115		748		3
115		750		3
115		751		3
115		753		3
115		754		3
115		757		3
115		760		3
115		762		3
115		763		3
115		765		3
115		766		3
115		767		3
115		770		3
115		771		3
115		772		3
115		773		3
115		774		3
115		779		3
115		780		3
115		783		3
115		786		3
115		787		3
115		800		3
115		801		3
115		806		3
115		807		3
115		809		3
115		810		3
115		811		3
115		814		3
115		815		3
115		817		3
115		823		3
115		827		3
115		835		3
115		837		3
115		839		3
115		843		3
115		856		3
115		863		3
115		864		3
115		869		3
115		872		3
115		873		3
115		874		3
115		888		3
115		889		3
115		894		3
115		895		3
115		897		3
115		900		3
115		901		3
115		903		3
115		905		3
115		906		3
115		907		3
115		912		3
115		916		3
115		918		3
115		920		3
115		921		3
115		922		3
115		923		3
115		924		3
115		928		3
115		929		3
115		930		3
115		934		3
115		936		3
115		938		3
115		941		3
115		942		3
115		944		3
115		945		3
115		947		3
115		949		3
115		960		3
115		961		3
115		964		3
115		965		3
115		967		3
115		970		3
115		971		3
115		972		3
115		974		3
115		976		3
115		977		3
115		981		3
115		982		3
115		983		3
115		984		3
115		985		3
115		986		3
115		988		3
115		989		3
115		990		3
115		991		3
115		993		3
115		996		3
115		999		3
115		1003		3
115		1006		3
115		1007		3
115		1010		3
115		1019		3
115		1024		3
115		1036		3
115		1040		3
115		1046		3
115		1053		3
115		1054		3
115		1058		3
115		1073		3
115		1074		3
115		1075		3
115		1078		3
115		1081		3
115		1085		3
115		1086		3
115		1088		3
115		1089		3
115		1094		3
115		1100		3
115		1101		3
115		1105		3
115		1106		3
115		1107		3
115		1109		3
115		1110		3
115		1112		3
115		1119		3
115		1122		3
115		1124		3
115		1126		3
115		1129		3
115		1137		3
115		1139		3
115		1143		3
115		1146		3
115		1147		3
115		1149		3
115		1151		3
115		1154		3
115		1156		3
115		1158		3
115		1164		3
115		1165		3
115		1166		3
115		1173		3
115		1178		3
115		1180		3
115		1181		3
115		1182		3
115		1187		3
115		1188		3
115		1189		3
115		1193		3
115		1194		3
115		1197		3
115		1200		3
115		1203		3
115		1204		3
115		1207		3
115		1211		3
115		1212		3
115		1215		3
115		1216		3
115		1217		3
115		1219		3
115		1221		3
115		1222		3
115		1225		3
115		1228		3
115		1230		3
115		1231		3
115		1232		3
115		1234		3
115		1238		3
115		1240		3
115		1242		3
115		1244		3
115		1245		3
115		1246		3
115		1247		3
115		1250		3
115		1252		3
115		1254		3
115		1262		3
115		1266		3
115		1267		3
115		1270		3
115		1271		3
115		1272		3
115		1275		3
115		1277		3
115		1278		3
115		1282		3
115		1283		3
115		1284		3
115		1288		3
115		1292		3
115		1293		3
115		1294		3
115		1297		3
115		1300		3
115		1302		3
115		1303		3
115		1304		3
115		1307		3
115		1315		3
115		1316		3
115		1318		3
115		1320		3
115		1322		3
115		1324		3
115		1325		3
115		1328		3
115		1333		3
115		1336		3
115		1337		3
115		1338		3
115		1345		3
115		1349		3
115		1350		3
115		1352		3
115		1353		3
115		1354		3
115		1355		3
115		1356		3
115		1364		3
115		1367		3
115		1373		3
115		1374		3
115		1377		3
115		1382		3
115		1385		3
115		1389		3
115		1391		3
115		1392		3
115		1393		3
115		1395		3
115		1398		3
115		5		2
115		7		2
115		10		2
115		12		2
115		18		2
115		19		2
115		21		2
115		29		2
115		30		2
115		31		2
115		32		2
115		42		2
115		43		2
115		45		2
115		46		2
115		47		2
115		65		2
115		67		2
115		71		2
115		76		2
115		77		2
115		80		2
115		83		2
115		88		2
115		90		2
115		95		2
115		100		2
115		101		2
115		103		2
115		106		2
115		108		2
115		111		2
115		113		2
115		114		2
115		127		2
115		129		2
115		134		2
115		143		2
115		151		2
115		154		2
115		156		2
115		162		2
115		164		2
115		175		2
115		178		2
115		195		2
115		200		2
115		203		2
115		215		2
115		218		2
115		219		2
115		220		2
115		223		2
115		226		2
115		233		2
115		235		2
115		238		2
115		239		2
115		241		2
115		245		2
115		249		2
115		250		2
115		251		2
115		253		2
115		254		2
115		255		2
115		263		2
115		265		2
115		271		2
115		273		2
115		275		2
115		279		2
115		298		2
115		302		2
115		312		2
115		324		2
115		330		2
115		331		2
115		335		2
115		339		2
115		343		2
115		350		2
115		354		2
115		355		2
115		357		2
115		358		2
115		360		2
115		361		2
115		364		2
115		374		2
115		384		2
115		393		2
115		394		2
115		399		2
115		400		2
115		402		2
115		408		2
115		412		2
115		413		2
115		415		2
115		418		2
115		420		2
115		424		2
115		425		2
115		426		2
115		431		2
115		432		2
115		434		2
115		437		2
115		438		2
115		439		2
115		446		2
115		451		2
115		453		2
115		454		2
115		460		2
115		473		2
115		474		2
115		476		2
115		478		2
115		479		2
115		480		2
115		482		2
115		483		2
115		485		2
115		488		2
115		489		2
115		492		2
115		500		2
115		501		2
115		506		2
115		510		2
115		512		2
115		513		2
115		514		2
115		515		2
115		517		2
115		521		2
115		524		2
115		532		2
115		543		2
115		546		2
115		548		2
115		549		2
115		555		2
115		557		2
115		566		2
115		578		2
115		581		2
115		582		2
115		589		2
115		592		2
115		595		2
115		596		2
115		605		2
115		607		2
115		613		2
115		615		2
115		616		2
115		617		2
115		620		2
115		621		2
115		622		2
115		632		2
115		636		2
115		638		2
115		639		2
115		643		2
115		647		2
115		648		2
115		649		2
115		652		2
115		654		2
115		674		2
115		675		2
115		676		2
115		677		2
115		681		2
115		684		2
115		690		2
115		698		2
115		703		2
115		708		2
115		709		2
115		713		2
115		716		2
115		717		2
115		720		2
115		721		2
115		725		2
115		727		2
115		728		2
115		729		2
115		735		2
115		740		2
115		742		2
115		744		2
115		752		2
115		755		2
115		756		2
115		758		2
115		759		2
115		761		2
115		764		2
115		768		2
115		775		2
115		777		2
115		788		2
115		790		2
115		791		2
115		793		2
115		795		2
115		796		2
115		802		2
115		805		2
115		812		2
115		813		2
115		816		2
115		819		2
115		824		2
115		829		2
115		830		2
115		832		2
115		833		2
115		834		2
115		836		2
115		838		2
115		840		2
115		841		2
115		842		2
115		844		2
115		846		2
115		847		2
115		848		2
115		849		2
115		850		2
115		851		2
115		852		2
115		854		2
115		855		2
115		858		2
115		860		2
115		861		2
115		865		2
115		866		2
115		867		2
115		868		2
115		870		2
115		876		2
115		881		2
115		882		2
115		883		2
115		884		2
115		885		2
115		886		2
115		887		2
115		890		2
115		893		2
115		896		2
115		898		2
115		909		2
115		911		2
115		914		2
115		915		2
115		925		2
115		926		2
115		931		2
115		932		2
115		935		2
115		946		2
115		948		2
115		951		2
115		952		2
115		954		2
115		955		2
115		956		2
115		957		2
115		958		2
115		962		2
115		968		2
115		969		2
115		973		2
115		978		2
115		979		2
115		1000		2
115		1004		2
115		1005		2
115		1011		2
115		1012		2
115		1013		2
115		1015		2
115		1016		2
115		1017		2
115		1018		2
115		1020		2
115		1021		2
115		1025		2
115		1026		2
115		1027		2
115		1028		2
115		1029		2
115		1030		2
115		1032		2
115		1033		2
115		1034		2
115		1035		2
115		1038		2
115		1039		2
115		1041		2
115		1043		2
115		1044		2
115		1045		2
115		1047		2
115		1048		2
115		1049		2
115		1050		2
115		1055		2
115		1057		2
115		1059		2
115		1062		2
115		1069		2
115		1070		2
115		1071		2
115		1077		2
115		1079		2
115		1084		2
115		1091		2
115		1095		2
115		1097		2
115		1111		2
115		1113		2
115		1114		2
115		1115		2
115		1116		2
115		1118		2
